Identifier,Observation_Date,Estimated_Median_Household_Income,2021_estimated_population,2020_census,Note,Link_to_Survey,,
201101,1/1/2011,"$49,461.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201201,1/1/2012,"$50,895.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201301,1/1/2013,"$52,223.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201401,1/1/2014,"$52,996.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201501,1/1/2015,"$55,752.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201601,1/1/2016,"$58,856.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201701,1/1/2017,"$60,879.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201801,1/1/2018,"$63,799.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201901,1/1/2019,"$69,407.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202001,1/1/2020,"$67,046.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202101,1/1/2021,"$67,997.00 ",8467513,8804190, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201102,1/1/2011,"$46,148.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201202,1/1/2012,"$46,803.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201302,1/1/2013,"$48,466.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201402,1/1/2014,"$50,544.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201502,1/1/2015,"$52,024.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201602,1/1/2016,"$54,432.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201702,1/1/2017,"$60,197.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201802,1/1/2018,"$62,474.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201902,1/1/2019,"$67,418.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202002,1/1/2020,"$65,290.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202102,1/1/2021,"$70,372.00 ",3849297,3898747, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201103,1/1/2011,"$43,628.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201203,1/1/2012,"$45,214.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201303,1/1/2013,"$47,099.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201403,1/1/2014,"$48,734.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201503,1/1/2015,"$50,702.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201603,1/1/2016,"$53,006.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201703,1/1/2017,"$55,295.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201803,1/1/2018,"$57,238.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201903,1/1/2019,"$61,811.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202003,1/1/2020,"$62,097.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202103,1/1/2021,"$66,576.00 ",2696555,2746388, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201104,1/1/2011,"$42,877.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201204,1/1/2012,"$42,847.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201304,1/1/2013,"$45,353.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201404,1/1/2014,"$45,460.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201504,1/1/2015,"$48,064.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201604,1/1/2016,"$47,793.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201704,1/1/2017,"$50,896.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201804,1/1/2018,"$51,203.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201904,1/1/2019,"$52,450.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202004,1/1/2020,"$53,600.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202104,1/1/2021,"$55,499.00 ",2288250,2304580, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201105,1/1/2011,"$43,960.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201205,1/1/2012,"$44,153.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201305,1/1/2013,"$46,601.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201405,1/1/2014,"$47,929.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201505,1/1/2015,"$48,452.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201605,1/1/2016,"$52,062.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201705,1/1/2017,"$56,696.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201805,1/1/2018,"$57,957.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201905,1/1/2019,"$60,931.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202005,1/1/2020,"$60,914.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202105,1/1/2021,"$68,435.00 ",1624569,1608139, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201106,1/1/2011,"$34,207.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201206,1/1/2012,"$35,386.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201306,1/1/2013,"$36,836.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201406,1/1/2014,"$39,043.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201506,1/1/2015,"$41,233.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201606,1/1/2016,"$41,449.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201706,1/1/2017,"$39,759.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201806,1/1/2018,"$46,116.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201906,1/1/2019,"$47,474.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202006,1/1/2020,"$49,127.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202106,1/1/2021,"$52,899.00 ",1576251,1603797, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201107,1/1/2011,"$42,613.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201207,1/1/2012,"$45,524.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201307,1/1/2013,"$45,399.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201407,1/1/2014,"$50,699.00 ",1451853,1434625, Median Income data supplemented by SAIPE survey data ,https://www.census.gov/programs-surveys/saipe/data/datasets.html,,
201507,1/1/2015,"$48,869.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201607,1/1/2016,"$49,268.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201707,1/1/2017,"$50,044.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201807,1/1/2018,"$49,024.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201907,1/1/2019,"$53,751.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202007,1/1/2020,"$53,420.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202107,1/1/2021,"$54,923.00 ",1451853,1434625, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201108,1/1/2011,"$60,797.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201208,1/1/2012,"$62,395.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201308,1/1/2013,"$63,456.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201408,1/1/2014,"$67,799.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201508,1/1/2015,"$67,871.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201608,1/1/2016,"$71,481.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201708,1/1/2017,"$76,662.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201808,1/1/2018,"$79,646.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201908,1/1/2019,"$85,507.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202008,1/1/2020,"$83,454.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202108,1/1/2021,"$93,042.00 ",1381611,1386932, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201109,1/1/2011,"$40,585.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201209,1/1/2012,"$41,354.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201309,1/1/2013,"$41,978.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201409,1/1/2014,"$43,003.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201509,1/1/2015,"$45,918.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201609,1/1/2016,"$47,243.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201709,1/1/2017,"$50,627.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201809,1/1/2018,"$52,210.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201909,1/1/2019,"$55,332.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202009,1/1/2020,"$54,747.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202109,1/1/2021,"$57,995.00 ",1288457,1304379, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201110,1/1/2011,"$76,593.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201210,1/1/2012,"$80,090.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201310,1/1/2013,"$80,977.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201410,1/1/2014,"$87,210.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201510,1/1/2015,"$91,451.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201610,1/1/2016,"$101,940.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201710,1/1/2017,"$104,675.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201810,1/1/2018,"$113,036.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201910,1/1/2019,"$115,893.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202010,1/1/2020,"$117,324.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202110,1/1/2021,"$126,377.00 ",983489,1013240, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201111,1/1/2011,"$49,987.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201211,1/1/2012,"$52,453.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201311,1/1/2013,"$56,351.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201411,1/1/2014,"$58,458.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201511,1/1/2015,"$62,250.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201611,1/1/2016,"$66,697.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201711,1/1/2017,"$67,755.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201811,1/1/2018,"$71,543.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201911,1/1/2019,"$75,413.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202011,1/1/2020,"$75,752.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202111,1/1/2021,"$79,542.00 ",964177,961855, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201112,1/1/2011,"$44,802.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201212,1/1/2012,"$42,800.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201312,1/1/2013,"$47,424.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201412,1/1/2014,"$44,591.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201512,1/1/2015,"$48,239.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201612,1/1/2016,"$51,298.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201712,1/1/2017,"$51,497.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201812,1/1/2018,"$54,269.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201912,1/1/2019,"$56,975.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202012,1/1/2020,"$55,531.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202112,1/1/2021,"$58,621.00 ",954614,949611, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201113,1/1/2011,"$47,399.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201213,1/1/2012,"$50,750.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201313,1/1/2013,"$52,430.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201413,1/1/2014,"$52,273.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201513,1/1/2015,"$55,888.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201613,1/1/2016,"$56,428.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201713,1/1/2017,"$60,205.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201813,1/1/2018,"$58,448.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201913,1/1/2019,"$65,356.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202013,1/1/2020,"$64,567.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202113,1/1/2021,"$68,235.00 ",935508,918915, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201114,1/1/2011,"$40,463.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201214,1/1/2012,"$43,844.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201314,1/1/2013,"$44,426.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201414,1/1/2014,"$46,481.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201514,1/1/2015,"$47,401.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201614,1/1/2016,"$49,602.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201714,1/1/2017,"$51,708.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201814,1/1/2018,"$52,971.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201914,1/1/2019,"$57,118.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202014,1/1/2020,"$54,902.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202114,1/1/2021,"$58,202.00 ",906528,905748, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201115,1/1/2011,"$39,015.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201215,1/1/2012,"$40,854.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201315,1/1/2013,"$41,361.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201415,1/1/2014,"$42,370.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201515,1/1/2015,"$41,278.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201615,1/1/2016,"$44,615.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201715,1/1/2017,"$47,225.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201815,1/1/2018,"$47,678.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201915,1/1/2019,"$49,661.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202015,1/1/2020,"$50,813.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202115,1/1/2021,"$58,479.00 ",882039,887642, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201116,1/1/2011,"$50,177.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201216,1/1/2012,"$50,950.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201316,1/1/2013,"$51,034.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201416,1/1/2014,"$55,178.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201516,1/1/2015,"$53,919.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201616,1/1/2016,"$61,017.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201716,1/1/2017,"$61,350.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201816,1/1/2018,"$60,764.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201916,1/1/2019,"$63,483.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202016,1/1/2020,"$65,359.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202116,1/1/2021,"$70,869.00 ",879709,874579, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201117,1/1/2011,"$69,894.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201217,1/1/2012,"$73,012.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201317,1/1/2013,"$77,485.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201417,1/1/2014,"$85,070.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201517,1/1/2015,"$92,094.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201617,1/1/2016,"$103,801.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201717,1/1/2017,"$110,816.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201817,1/1/2018,"$112,376.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201917,1/1/2019,"$123,859.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202017,1/1/2020,"$119,136.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202117,1/1/2021,"$121,826.00 ",815201,873965, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201118,1/1/2011,"$61,037.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201218,1/1/2012,"$64,473.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201318,1/1/2013,"$70,172.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201418,1/1/2014,"$70,975.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201518,1/1/2015,"$80,349.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201618,1/1/2016,"$83,476.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201718,1/1/2017,"$86,822.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201818,1/1/2018,"$93,481.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201918,1/1/2019,"$102,486.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202018,1/1/2020,"$97,185.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
202118,1/1/2021,"$110,781.00 ",733919,737015, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201119,1/1/2011,"$47,371.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201219,1/1/2012,"$50,488.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201319,1/1/2013,"$51,089.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201419,1/1/2014,"$54,941.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201519,1/1/2015,"$58,003.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201619,1/1/2016,"$61,105.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201719,1/1/2017,"$65,224.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201819,1/1/2018,"$68,377.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
201919,1/1/2019,"$75,646.00 ",711463,715522, Median Income data provided by ACS survey ,https://www.census.gov/programs-surveys/acs/data.html,,
